id,firstname,lastname,email,address,country,creation_date,last_activity_date,gender,age_group,churn,canal
a10d5d6d-1b09-435e-af5e-607ab64d84fe,Hunter,White,wardjohnny@howard-lee.com,"5773 Dan Divide Apt. 436 Charlesfurt, NH 80840",FR,08-27-2021 00:00:00,06-06-2023 10:11:02,0.0,10.0,True,WEBAPP
ff3225a7-a783-4673-aad8-a88b473ef2ae,Heather,Schwartz,garciaamber@patterson.com,"62696 Price Court Apt. 321 Vargasfort, NH 04859",USA,08-18-2021 00:00:00,06-05-2023 10:58:54,0.0,7.0,True,PHONE
5da7aece-e4c9-4842-acca-04e6116329c4,Matthew,Rogers,hyu@walker-patterson.com,"72393 Green Ridges Robertsonview, HI 66918",USA,09-06-2021 00:00:00,06-08-2023 14:05:16,1.0,3.0,True,WEBAPP
e5e0b526-3a39-48f6-8354-b35d1357553a,Pamela,Barron,kathygibbs@mack.com,"47056 Galvan Trail Apt. 002 Angelfurt, TN 35952",SPAIN,09-06-2021 00:00:00,06-09-2023 17:12:44,0.0,9.0,True,PHONE
4d004922-ecb8-4fc0-a510-4964e4c9e85d,Kristine,Clarke,lindseykoch@anderson-zavala.info,"3787 Glenn Place West Timothyhaven, FL 66256",FR,09-04-2021 00:00:00,06-05-2023 01:11:31,0.0,7.0,False,PHONE
86e13c0f-1363-495c-8781-30c48dbe9dc8,Paige,Clay,cchristian@arroyo.com,"88528 Morales Junction Christiantown, HI 17554",USA,09-05-2021 00:00:00,06-01-2023 14:39:13,0.0,6.0,True,PHONE
6d43c791-b856-4a51-8f6e-f944709623a1,Gary,Jackson,charles53@garcia.com,"8351 Turner Inlet Suite 215 New Anthonyside, IN 71953",USA,09-12-2021 00:00:00,06-04-2023 15:17:23,1.0,9.0,True,WEBAPP
4df1d930-fc22-4e7c-9aab-b4ac96863a3f,Matthew,Cook,fvargas@johnson-johnson.com,"89562 Burgess Shoals Suite 110 Olsonview, MI 87291",USA,09-16-2021 00:00:00,06-07-2023 03:51:54,0.0,5.0,False,WEBAPP
3424c112-980d-4b56-9e05-e562638cc311,Andrea,Pierce,ybriggs@pierce.org,"4600 Richardson Dale New Wanda, NE 42581",SPAIN,09-11-2021 00:00:00,06-06-2023 20:54:21,0.0,1.0,True,MOBILE
1a8b01aa-b216-4a0a-b4f8-ccc62ef15dce,Jaclyn,Haynes,ysmith@glass.com,"9320 Davis Passage East Brookeview, KS 38181",SPAIN,09-18-2021 00:00:00,06-04-2023 17:01:17,1.0,5.0,False,PHONE
0e868968-53b1-429c-a120-2c16ad11bcfd,Elizabeth,Ortega,marshstacy@serrano.info,"58280 Brittany Terrace Apt. 046 Lake Pamelatown, PA 72400",USA,09-22-2021 00:00:00,06-08-2023 08:04:54,0.0,1.0,True,PHONE
18d57569-7913-4ff3-9fff-a7b219c40845,Kevin,Torres,svaughan@davidson.info,"888 Rachel Plains Suite 403 Romeroside, HI 23825",FR,10-13-2021 00:00:00,06-01-2023 01:43:37,1.0,8.0,False,WEBAPP
1e774f35-17a0-4246-8626-6673448e659c,Jonathan,King,grobbins@guerrero-morgan.com,"PSC 3260, Box 1274 APO AE 97388",FR,09-22-2021 00:00:00,06-02-2023 01:46:00,1.0,6.0,False,WEBAPP
10b947ec-f117-4b46-8791-7ece98966c21,David,Wilson,christopher84@allison-reese.com,"89217 Joyce Forge Deckerchester, MH 32336",FR,10-02-2021 00:00:00,06-03-2023 00:14:19,0.0,3.0,False,WEBAPP
a22f185b-f514-4c6f-9a05-f8c60ba58344,Gloria,Parks,cgarcia@gates.com,"161 Riley Expressway Austinmouth, NH 26441",FR,10-01-2021 00:00:00,06-01-2023 18:10:33,1.0,7.0,True,PHONE
f3d35a31-45c2-45ae-bba5-730015ad61a4,Ashley,Hudson,richard55@johnson.com,"5780 Thompson Ferry Suite 615 New Theodorefort, AR 79839",USA,10-10-2021 00:00:00,06-04-2023 00:36:10,1.0,1.0,True,MOBILE
04c7cfca-09ca-4aa0-9eb2-e715ebac8bf3,Victoria,Braun,ygibson@singh.biz,"47042 Kelley Trail New Yolandachester, OH 22506",FR,09-25-2021 00:00:00,06-02-2023 17:50:38,1.0,3.0,False,
84d7824b-388f-4ccd-9d74-f0579d5d5b37,Michael,Bailey,rebecca09@solis.net,"0935 Sanchez Ford North Michaelport, NV 48346",FR,10-08-2021 00:00:00,06-09-2023 00:33:56,0.0,6.0,False,WEBAPP
618c541b-9043-4772-9ac5-0f75d45d0985,Bryan,Brown,sotomelanie@buchanan.info,"0086 Ryan Ridge South Roberto, WV 91454",SPAIN,10-03-2021 00:00:00,06-01-2023 00:49:26,1.0,6.0,False,WEBAPP
084c0ecd-0494-49cb-a1bd-aa2730eed67d,Kari,Fischer,espinozadavid@pearson-ruiz.org,USNV Brown FPO AP 47845,SPAIN,10-01-2021 00:00:00,06-05-2023 05:43:18,0.0,5.0,False,PHONE
660f3e81-9103-4c10-84ed-567b2bab406e,Keith,Roberts,james12@barajas.org,"8171 Veronica Roads Mileshaven, VA 93489",SPAIN,10-02-2021 00:00:00,06-09-2023 08:00:29,0.0,9.0,True,WEBAPP
1f67a686-a5f2-454a-b052-b3bd7ae5e958,Michael,Diaz,gabrielle76@vega.net,"7692 Lucas Wall South Ryanton, RI 03393",FR,09-20-2021 00:00:00,06-01-2023 06:17:18,0.0,6.0,True,WEBAPP
204819be-56af-45cc-bbe1-2864c688950b,Rodney,Henderson,angelalopez@humphrey.com,"21368 Michael Junction Suite 882 Port Michael, DE 48846",FR,09-21-2021 00:00:00,06-02-2023 11:56:55,1.0,2.0,False,WEBAPP
e93d71e5-8481-4768-ae0a-0bd7a3b01fa6,Craig,Garcia,mikerobinson@goodwin.com,"PSC 2820, Box 2720 APO AA 37573",USA,10-05-2021 00:00:00,06-06-2023 15:43:52,1.0,1.0,True,WEBAPP
18f6dc71-c4c3-4636-b65d-a744d8d53f49,Rodney,Henderson,angelalopez@humphrey.com,"21368 Michael Junction Suite 882 Port Michael, DE 48846",SPAIN,09-21-2021 00:00:00,06-02-2023 11:56:55,1.0,2.0,True,WEBAPP
66cf3ddc-cb86-4b74-be72-ed3110fafefb,Eric,Moore,jacqueline09@flores.com,"632 Connie Trace South Anna, ME 42114",SPAIN,09-18-2021 00:00:00,06-06-2023 20:03:51,0.0,5.0,False,WEBAPP
844a8b20-38ab-41dc-8088-f4d0e30f2388,Amanda,Medina,michelle53@maynard.com,"462 Jordan Common Suite 616 Dannyside, NC 66183",SPAIN,10-18-2021 00:00:00,06-01-2023 05:27:08,1.0,2.0,False,WEBAPP
53b8f96f-39bb-43b9-b536-5b7d16baae8b,Wanda,Cooley,schmidtrebecca@scott.com,USS Harris FPO AP 23410,FR,10-19-2021 00:00:00,06-04-2023 08:01:59,1.0,8.0,False,
c131bf4a-6a2c-4354-a646-0bcb559dc295,Kayla,Carrillo,rodriguezalbert@villegas-reilly.biz,"58913 Garcia Keys Suite 930 Melanieside, WY 17903",FR,11-16-2021 00:00:00,06-09-2023 02:20:02,0.0,4.0,False,PHONE
ac06a22e-69ba-4b38-8f30-177e5322637e,Erica,Lowe,nicholas00@green-coleman.net,"7852 Evans Spur Lovemouth, NM 40747",SPAIN,11-15-2021 00:00:00,06-07-2023 00:51:49,1.0,2.0,True,PHONE
47f44db1-f757-4def-89fc-1fceb8f2c3b1,Teresa,Kaufman,christopher02@brooks.com,"13759 Mitchell Flat Richardbury, AZ 44589",USA,10-18-2021 00:00:00,06-02-2023 06:20:03,1.0,9.0,True,PHONE
4c9664e4-fa68-4b8a-8c29-766373fdd96e,Courtney,Fuller,connie88@fowler.biz,"071 Kathryn Point Apt. 816 Davisshire, MO 45929",FR,11-12-2021 00:00:00,06-03-2023 21:00:57,1.0,3.0,True,MOBILE
c755a8de-bf82-4dd1-927b-4c3ea3bef11d,Jessica,Daniel,william01@brown.info,"6813 Vargas Hill Suite 911 Port Debbieside, WA 69809",SPAIN,10-26-2021 00:00:00,06-02-2023 20:30:45,0.0,2.0,True,PHONE
8efacda2-0c4f-434b-957f-24bfe08e74b3,Matthew,Peterson,pjohnson@webb.com,"68108 Wells Crest Maryville, AK 98299",FR,11-07-2021 00:00:00,06-09-2023 12:07:48,1.0,6.0,False,WEBAPP
03d02b47-0a3c-4f63-bab9-4b3331ba6a5e,Brian,Brown,fbryan@moore.com,"9788 Hinton Center Apt. 975 Lisashire, IN 13146",USA,10-28-2021 00:00:00,06-03-2023 13:14:46,1.0,8.0,True,WEBAPP
113f126c-0be9-49f7-938e-192b3717a6e9,Keith,Roberts,dkelly@smith-fuller.com,"238 Jordan Radial Apt. 348 West Ericside, TX 50977",FR,10-27-2021 00:00:00,06-06-2023 08:19:51,0.0,4.0,True,WEBAPP
6a102dfa-563c-4cd9-92ba-f6db26885aaf,James,Gonzalez,andrewcurtis@edwards.net,"272 Adam Rapids Suite 673 Port Jacob, NH 01431",FR,10-24-2021 00:00:00,06-03-2023 02:47:44,1.0,6.0,False,WEBAPP
3e1be70a-bb13-4fa8-a22b-f7c05b6f3c42,Brandon,Williams,raymondwagner@stout.net,"4828 Francis Trafficway Sharonmouth, TX 71379",SPAIN,10-24-2021 00:00:00,06-08-2023 15:17:10,1.0,8.0,True,WEBAPP
d79c5dea-0692-4207-82ed-ec159801764a,Melissa,Farrell,ebaxter@brewer.com,"09993 Johnson Alley Apt. 080 Port Tiffanystad, OK 49567",SPAIN,11-03-2021 00:00:00,06-02-2023 10:55:34,1.0,3.0,True,PHONE
3f8ca446-4b3f-4a9c-9590-04b09d658e0d,Lauren,Lindsey,bradleylee@weeks.com,Unit 3324 Box 2272 DPO AA 31600,USA,10-23-2021 00:00:00,06-06-2023 05:17:38,1.0,9.0,True,PHONE
3305abbb-22e9-4324-ad2e-3f5510614b6c,Melissa,Phelps,tsweeney@watson.com,Unit 8779 Box 5035 DPO AE 98141,SPAIN,11-10-2021 00:00:00,06-03-2023 10:07:23,0.0,6.0,True,PHONE
9ef67dd9-8e71-4e10-a5fb-17f25a7aa24e,Theresa,Daugherty,richardoconnor@garcia.com,"549 Lang Common West David, SC 21476",USA,10-19-2021 00:00:00,06-01-2023 10:42:53,1.0,0.0,True,PHONE
cee81e8b-75cb-4601-b71e-91fa9677c0b3,James,Gonzalez,opatterson@moore.biz,"58770 Cathy Station Suite 272 Huertaland, WV 24449",FR,11-05-2021 00:00:00,06-05-2023 18:15:01,1.0,4.0,True,WEBAPP
a5292dd4-e51f-4450-9e49-bb3687accb30,Nicole,Macias,samuelroberts@smith.net,"71747 Beth Place Rodriguezside, IN 93075",USA,11-16-2021 00:00:00,06-04-2023 11:38:22,1.0,6.0,True,PHONE
997fa68d-9194-40a5-9208-2dec2b22ed6f,Eric,Moore,jacqueline09@flores.com,"632 Connie Trace South Anna, ME 42114",SPAIN,10-18-2021 00:00:00,06-06-2023 20:03:51,1.0,5.0,True,WEBAPP
0dfc7e75-1f4c-46a7-b746-6ab81dd19bb7,Kevin,Turner,mitchellkathryn@ray.com,"027 Raymond Camp Suite 309 Stephenland, AS 73901",FR,12-04-2021 00:00:00,06-09-2023 05:05:35,1.0,2.0,True,WEBAPP
5bb3ab8a-32cb-4944-aa78-0445ba94566e,Kevin,Torres,svaughan@davidson.info,"888 Rachel Plains Suite 403 Romeroside, HI 23825",USA,12-12-2021 00:00:00,06-01-2023 01:43:37,0.0,9.0,True,WEBAPP
51d91432-52ad-456f-9624-5ae752cd8fc2,Jennifer,Le,mossjames@prince.com,"1229 Duncan Center Apt. 580 Brownborough, NH 86189",FR,12-07-2021 00:00:00,06-07-2023 11:11:35,1.0,7.0,False,PHONE
45e761c6-3cc8-4cd7-97e9-760ea7f101aa,Brian,Williams,dsmith@oconnor-newton.com,"6857 Potts Square Harrymouth, AL 52721",FR,11-22-2021 00:00:00,06-04-2023 12:16:24,1.0,2.0,True,WEBAPP
1ec85e46-24be-4ca4-b624-448cfad82a3a,Sean,Griffin,hinesmaurice@smith.info,"99342 Frank Stravenue Suite 530 West Joshuatown, CT 54480",USA,12-11-2021 00:00:00,06-07-2023 10:00:43,1.0,6.0,True,WEBAPP
4d646382-65c7-4cec-93cb-f5c342ac78cc,Kelli,Wise,abigailmoss@barnes.com,"682 Jennifer Streets Apt. 653 Keithhaven, PA 24814",FR,11-23-2021 00:00:00,06-02-2023 17:03:48,1.0,10.0,True,PHONE
b05b4eed-53aa-486d-a3a0-cdd56b68f2ca,Lauren,Yates,briggsdavid@powell.com,"980 Garrett Union Suite 566 Lake Anthonystad, NV 26152",FR,11-18-2021 00:00:00,06-05-2023 06:09:56,1.0,4.0,False,PHONE
18b19a95-64a8-484d-a096-6d811355e0a0,Lori,Fuentes,donald61@morse.com,"94257 Keller Lakes Lake Emily, NC 52434",USA,11-28-2021 00:00:00,06-05-2023 03:43:51,1.0,6.0,True,PHONE
80c8ad71-d88b-4b3e-8dc7-4f84655df787,Jonathan,King,grobbins@guerrero-morgan.com,"PSC 3260, Box 1274 APO AE 97388",FR,11-21-2021 00:00:00,06-02-2023 01:46:00,1.0,0.0,True,WEBAPP
a654b70e-0277-4434-88f1-4d85c3ac2c05,Megan,Kirby,lori40@harmon-moreno.net,"99145 Kent Meadows Suite 463 Russellland, MN 49147",FR,12-14-2021 00:00:00,06-06-2023 08:40:59,0.0,1.0,False,PHONE
a20adace-be61-4587-b679-194bea2a844b,Kelsey,Wise,rmontgomery@diaz.net,"219 Rebecca Manor Lake Richardbury, MS 34434",USA,12-15-2021 00:00:00,06-08-2023 09:04:28,1.0,9.0,True,PHONE
b842a5e5-48ee-4c45-8303-12acf035831f,Ernest,Moore,sylvia80@warren.com,"127 Webb Drive Elizabethbury, CT 65649",USA,11-26-2021 00:00:00,06-06-2023 16:34:34,0.0,8.0,True,WEBAPP
e67c9dbc-bd25-4383-9303-90dfe477e1eb,Michelle,Glenn,longgary@craig.com,"659 Martin Spurs West Kimberly, VA 40956",USA,11-20-2021 00:00:00,06-02-2023 03:18:56,0.0,4.0,True,PHONE
10134d0f-96da-4ca3-949c-05ec9ca52a1a,James,Harris,destiny89@haney.com,"59802 Davis Route Apt. 049 Thomasshire, NE 66471",SPAIN,12-15-2021 00:00:00,06-02-2023 13:13:42,1.0,7.0,False,WEBAPP
36e1c41d-c40d-444b-b358-0080208ef9e8,Joel,Young,ericksonbeth@pacheco.com,"99916 Fleming Ford North Aaron, MN 04354",USA,12-02-2021 00:00:00,06-04-2023 03:07:32,0.0,3.0,True,WEBAPP
7dc35d75-95cb-4ab6-818d-e880f1c22bd5,Miguel,Wood,pbrown@blanchard-mckenzie.net,"30578 Danielle Wall Robertstad, CO 06154",SPAIN,12-02-2021 00:00:00,06-02-2023 14:59:28,1.0,4.0,False,WEBAPP
12d1b8e5-d4a4-481f-8f60-8e26e92ad60f,Jeffrey,Walker,andersonmichael@cook.com,"48351 Colleen Drives Suite 373 Danielborough, LA 16110",USA,12-13-2021 00:00:00,06-04-2023 23:26:33,1.0,3.0,True,WEBAPP
b353fe37-7c0b-4b57-ab4c-4532ec5786c8,Jonathan,King,grobbins@guerrero-morgan.com,"PSC 3260, Box 1274 APO AE 97388",SPAIN,11-21-2021 00:00:00,06-02-2023 01:46:00,0.0,6.0,True,WEBAPP
1a7f08c0-5ed0-432b-9110-4b7425daf4b0,Eugene,Martin,sandovalgerald@oliver.com,"5375 Dunn Centers Apt. 490 Jasonfort, PR 27149",USA,12-07-2021 00:00:00,06-04-2023 12:19:27,1.0,6.0,True,WEBAPP
98cb0261-38cb-4a69-a72e-97da0f812f53,Javier,Robinson,rhodge@rodriguez-herman.com,"300 Hansen Flat Suite 747 Blackton, NV 19187",SPAIN,11-29-2021 00:00:00,06-01-2023 19:05:10,1.0,9.0,False,WEBAPP
1aa562f6-54b0-4c08-b700-d07620722a88,Melissa,Phelps,ojones@morales.com,Unit 6887 Box 2892 DPO AE 33367,SPAIN,01-09-2022 00:00:00,06-08-2023 05:21:19,0.0,6.0,True,PHONE
426c9ad2-c17a-41ec-81a7-7059c8e34aa2,Marcus,Morris,mjones@thomas.biz,"3042 Carol Manor Garcialand, TN 42466",SPAIN,12-26-2021 00:00:00,06-06-2023 08:30:07,1.0,3.0,False,WEBAPP
90e5eba1-b2cb-4102-988d-dfb07a5a9a3d,Alexandria,Warren,kathryn38@edwards.com,"48250 Jose Harbor Edwardton, OR 52170",SPAIN,12-23-2021 00:00:00,06-03-2023 22:23:35,1.0,1.0,True,WEBAPP
cea7072d-a743-467a-a42e-5b7d4b306204,Christopher,Miller,cynthia55@taylor.net,"552 Carolyn Drive South Deborah, PW 61621",FR,01-13-2022 00:00:00,06-03-2023 19:38:08,1.0,10.0,False,WEBAPP
1709be3a-ede0-42d4-9f91-e1e24fc19ab0,Andrew,Johnson,acostanicholas@rivas.com,"2452 Karen Loop Port Sandraborough, NJ 39609",FR,01-15-2022 00:00:00,06-07-2023 16:51:30,1.0,7.0,False,WEBAPP
f458cb7c-bb88-4b95-b9dd-92261836c836,Timothy,Mendoza,christopherbeasley@pearson-lopez.biz,"5428 Rebecca Junction Suite 795 West Danielville, AR 85293",FR,01-06-2022 00:00:00,06-01-2023 00:17:04,0.0,4.0,False,WEBAPP
00b815ad-6a26-415d-828a-b36651b2d080,Brittany,Garza,michael84@patterson-villegas.com,"691 Carrie Rapid Suite 134 Jenniferton, MA 01272",FR,12-26-2021 00:00:00,06-04-2023 16:28:19,1.0,5.0,False,MOBILE
61dadaa9-cf58-4f47-b7c5-0d25d726de40,Jeffrey,Walker,andersonmichael@cook.com,"48351 Colleen Drives Suite 373 Danielborough, LA 16110",USA,01-12-2022 00:00:00,06-04-2023 23:26:33,1.0,1.0,True,WEBAPP
5721cf07-23aa-46e2-b6eb-fef20bfdecd6,William,Hunter,kimberlyrobinson@hamilton-mcdonald.info,"6375 Leroy River Paigechester, PR 82909",FR,12-24-2021 00:00:00,06-05-2023 16:03:11,1.0,8.0,False,WEBAPP
6611d5b9-1ec0-4b2f-91c8-2c9019ec96b7,Ronald,Patterson,jclarke@allison-hutchinson.com,"4893 Ronald Course Apt. 007 Brianmouth, WV 16156",FR,12-28-2021 00:00:00,06-06-2023 03:21:33,1.0,9.0,True,WEBAPP
ef9fac5d-84e9-4a1f-bc36-98dfefb7e8d3,Linda,Lara,jonathanaustin@reyes-jackson.com,"978 Dodson Camp Cookmouth, IN 17720",USA,01-11-2022 00:00:00,06-01-2023 13:47:23,0.0,5.0,False,PHONE
b1f3a0d8-715b-4a68-8769-13d6f4e1577d,Sean,Griffin,xmarquez@guerrero.com,"1448 Krystal Station New Ericfort, NM 08150",USA,12-28-2021 00:00:00,06-04-2023 12:24:22,1.0,2.0,True,WEBAPP
3f2da732-9510-4e02-a8d4-9f6f03059417,Amanda,Medina,michelle53@maynard.com,"462 Jordan Common Suite 616 Dannyside, NC 66183",USA,12-17-2021 00:00:00,06-01-2023 05:27:08,1.0,3.0,True,WEBAPP
65bc90a8-ed65-43a1-9247-cd79582a2cd8,Devon,Taylor,adammedina@ortiz.org,"436 Bailey Square Suite 493 Ronaldshire, FL 32234",SPAIN,01-09-2022 00:00:00,06-06-2023 15:27:02,0.0,8.0,True,WEBAPP
ee07bf89-5135-4832-9d31-eaad6c7e54db,Kevin,Evans,gonzalesjacqueline@rasmussen.biz,"907 Singh Turnpike Loriborough, DC 59235",SPAIN,12-28-2021 00:00:00,06-09-2023 04:37:39,1.0,5.0,False,WEBAPP
5da4af6e-0865-4efe-aefd-76184d55b92d,Marcus,Morris,mjones@thomas.biz,"3042 Carol Manor Garcialand, TN 42466",USA,12-26-2021 00:00:00,06-06-2023 08:30:07,1.0,2.0,False,WEBAPP
226fece6-55e4-4099-9d5d-49eded52d50e,Benjamin,Johnson,simpsonjonathan@stevenson.org,"078 Becker Port Suite 468 East Timothyfurt, IA 75941",USA,12-24-2021 00:00:00,06-06-2023 08:59:44,1.0,4.0,True,WEBAPP
994cda42-d7e9-4e45-aaf6-3bb4d3fdddda,Dylan,Hernandez,michele19@martin.biz,"08895 Gutierrez Place Apt. 177 South Zachary, WI 33355",SPAIN,12-25-2021 00:00:00,06-07-2023 10:33:49,1.0,9.0,False,WEBAPP
e3d2fa4b-1701-4635-b046-12bc7cf82be0,Natalie,Johns,cindy76@jones.com,"22057 Dennis Port Suite 620 Lake Michael, AK 44086",USA,12-26-2021 00:00:00,06-08-2023 10:58:09,0.0,1.0,True,PHONE
dcec361f-6ef2-44c1-8b72-7a35d167760f,Donald,Taylor,christophermorris@lewis-olson.com,"23599 Michael Islands Staceychester, NY 44598",USA,01-01-2022 00:00:00,06-09-2023 13:00:56,1.0,7.0,True,WEBAPP
72d46c4b-4476-4c32-b9dc-81c54a440a4e,Marcus,Morris,mjones@thomas.biz,"3042 Carol Manor Garcialand, TN 42466",SPAIN,12-26-2021 00:00:00,06-06-2023 08:30:07,1.0,1.0,True,WEBAPP
c78d3684-388c-4fc7-aaa9-0015c6fc67f5,Joel,Young,cathy85@silva.com,"16999 Michael Alley Apt. 910 Nguyenport, KS 99031",SPAIN,12-21-2021 00:00:00,06-02-2023 21:02:46,1.0,6.0,False,WEBAPP
822ac1f7-e8e8-4b29-bb2a-d41ec5eae4f9,Michelle,Glenn,longgary@craig.com,"659 Martin Spurs West Kimberly, VA 40956",USA,01-19-2022 00:00:00,06-02-2023 03:18:56,1.0,9.0,True,PHONE
